品番,商品名_JA,商品名_KO,用途_JA,メリット_JA,用途_KO,メリット_KO,韓国眼鏡店への販売価格（KRW）,通貨,入数,カタログ参照,画像ファイル名,商品ページURL
141-325A,箱蝶極小U・G14.5×7(100組入),박스형 코받침초소형U G14.5×7(100 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,116300,KRW,100組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-325A
141-325B,箱蝶極小U・G14.5×7(300組入),박스형 코받침초소형U G14.5×7(300 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,333500,KRW,300組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-325B
141-325S,箱蝶極小U・G14.5×7(50組入),박스형 코받침초소형U G14.5×7(50 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,59500,KRW,50組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-325S
141-326,箱蝶極小U・W 14.5×7,박스형 코받침초소형U W 14.5×7,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,4組,"カタログP.10,11,20,21",141-326_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-326
141-326A,箱蝶極小U・W14.5×7(100組入),박스형 코받침초소형U W14.5×7(100 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,116300,KRW,100組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-326A
141-326B,箱蝶極小U・W14.5×7(300組入),박스형 코받침초소형U W14.5×7(300 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,333500,KRW,300組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-326B
141-326S,箱蝶極小U・W14.5×7(50組入),박스형 코받침초소형U W14.5×7(50 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,59500,KRW,50組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-326S
141-327,箱蝶シリコン丸 9丸,박스형 코받침실리콘원형 9원형,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,3組,"カタログP.6,7,20,21",141-327_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-327
141-328,シリコンワンタッチ丸9丸,실리콘원터치원형9원형,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,3組,"カタログP.8,9",141-328_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-328
141-329,箱蝶シリコン極小 15×8,박스형 코받침실리콘초소형 15×8,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,3組,"カタログP.6,7,20,21",141-329_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-329
141-330,箱蝶シリコン小 17×8,박스형 코받침실리콘소 17×8,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,3組,"カタログP.6,7,20,21",141-330_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-330
141-331,箱蝶シリコン大 18×9,박스형 코받침실리콘대 18×9,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,3組,"カタログP.6,7",141-331_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-331
141-332,花型底付ナットG 1.4×2.6×2.0,꽃형 포함너트G 1.4×2.6×2.0,ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,5100,KRW,14ヶ,カタログP.49,141-332_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-332
141-332A,花型底付ナットG(100個入),꽃형 포함너트G(100개),ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,32100,KRW,100個,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-332A
141-332B,花型底付ナットG(300個入),꽃형 포함너트G(300개),ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,83300,KRW,300個,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-332B
141-333,花型底付ナットW 1.4×2.6×2.0,꽃형 포함너트W 1.4×2.6×2.0,ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,5100,KRW,17ヶ,カタログP.49,141-333_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-333
141-333A,花形底付ナットW(100個入),포함너트W(100개),ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,25300,KRW,100個,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-333A
141-333B,花形底付ナットW(300個入),포함너트W(300개),ナット固定・交換,ガタつきを抑えて仕上がりを安定させやすい,너트 고정 및 교체,흔들림을 줄이고 마감을 안정시키기 쉬움,71400,KRW,300個,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-333B
141-334,ポリカワッシャ斜めカット 3.0×0.5~1.0×1.45,폴리카 와셔 3.0×0.5~1.0×1.45,固定補助,当たりやガタつきを抑えやすい,고정 보조,닿는 손상과 흔들림을 줄이기 쉬움,5100,KRW,30ヶ,カタログP.51,141-334_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-334
141-335,箱蝶シリコンG極小U13×7,박스형 코받침실리콘G초소형U13×7,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.6,7,20,21",141-335_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-335
141-335A,箱蝶シリコンG極小U(100組入),박스형 코받침실리콘G초소형U(100 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,178500,KRW,100組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-335A
141-335B,箱蝶シリコンG極小U(300組入),박스형 코받침실리콘G초소형U(300 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,517500,KRW,300組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-335B
141-335S,箱蝶シリコンG極小U(50組入),박스형 코받침실리콘G초소형U(50 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,91300,KRW,50組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-335S
141-336,箱蝶シリコンW極小U13×7,박스형 코받침실리콘W초소형U13×7,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.6,7,20,21",141-336_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-336
141-336A,箱蝶シリコンW極小U(100組入),박스형 코받침실리콘W초소형U(100 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,178500,KRW,100組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-336A
141-336B,箱蝶シリコンW極小U(300組入),박스형 코받침실리콘W초소형U(300 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,517500,KRW,300組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-336B
141-336S,箱蝶シリコンW極小U(50組入),박스형 코받침실리콘W초소형U(50 입),鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,91300,KRW,50組,,,https://www.san-nishimura.co.jp/product/item/?key_word=141-336S
141-350-BE,モダンCP丸芯1.2×65 ベージュ,팁CP원형 코어1.2×65 베이지,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-BE_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-BE
141-350-BK,モダンCP丸芯1.2×65 ブラック,팁CP원형 코어1.2×65 블랙,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-BK_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-BK
141-350-BR,モダンCP丸芯1.2×65 ブラウン,팁CP원형 코어1.2×65 브라운,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-BR_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-BR
141-350-CBR,モダンCP丸芯1.2×65 クリアブラウン,팁CP원형 코어1.2×65 클리어 브라운,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-CBR_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-CBR
141-350-CL,モダンCP丸芯1.2×65 クリアー,팁CP원형 코어1.2×65 클리어,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-CL_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-CL
141-350-DB,モダンCP丸芯1.2×65 ダークブルー,팁CP원형 코어1.2×65 다크 블루,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-DB_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-DB
141-350-DM,モダンCP丸芯1.2×65 デミアンバー,팁CP원형 코어1.2×65 데미 앰버,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-DM_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-DM
141-350-PP,モダンCP丸芯1.2×65 ピンクパール,팁CP원형 코어1.2×65 핑크,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-PP_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-PP
141-350-WN,モダンCP丸芯1.2×65 ワイン,팁CP원형 코어1.2×65 와인,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-WN_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-WN
141-350-YE,モダンCP丸芯1.2×65 ランコー,팁CP원형 코어1.2×65,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-350-YE_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-350-YE
141-351-BE,モダンCP丸芯1.5×65 ベージュ,팁CP원형 코어1.5×65 베이지,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-BE_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-BE
141-351-BK,モダンCP丸芯1.5×65 ブラック,팁CP원형 코어1.5×65 블랙,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-BK_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-BK
141-351-BR,モダンCP丸芯1.5×65 ブラウン,팁CP원형 코어1.5×65 브라운,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-BR_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-BR
141-351-CBR,モダンCP丸芯1.5×65 クリアブラウン,팁CP원형 코어1.5×65 클리어 브라운,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-CBR_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-CBR
141-351-CL,モダンCP丸芯1.5×65 クリアー,팁CP원형 코어1.5×65 클리어,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-CL_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-CL
141-351-DM,モダンCP丸芯1.5×65 デミアンバー,팁CP원형 코어1.5×65 데미 앰버,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-DM_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-DM
141-351-WN,モダンCP丸芯1.5×65 ワイン,팁CP원형 코어1.5×65 와인,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-WN_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-WN
141-351-YE,モダンCP丸芯1.5×65 ランコー,팁CP원형 코어1.5×65,モダン交換,耳まわりの掛け心地と見た目を整えやすい,모던 교체,귀 주변 착용감과 외관을 정돈하기 쉬움,5100,KRW,,,141-351-YE_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-351-YE
141-352,箱蝶クッション極小 11.6×7,박스형 코받침쿠션초소형 11.6×7,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.14,15",141-352_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-352
141-353,箱蝶クッション小 14.6×8,박스형 코받침쿠션소 14.6×8,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.14,15",141-353_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-353
141-354,箱蝶クッション大 17×8,박스형 코받침쿠션대 17×8,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.14,15",141-354_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-354
141-355,ワンタッチクッション極小 11.6×7,원터치쿠션초소형 11.6×7,鼻パッド交換・調整,当たりと掛け心地を整えやすい,코패드 교체 및 조정,맞닿는 느낌과 착용감을 조정하기 쉬움,5100,KRW,2組,"カタログP.18,19",141-355_1.jpg,https://www.san-nishimura.co.jp/product/item/?key_word=141-355
