"品番","商品名_JA","current_pack_qty","catalog_pack_qty","pack_status","catalog_pages","evidence","notes"
"141-494","箱蝶コーンW 17.5×7.5","3組","3組","ok","カタログP.88,89","既存入数抽出メモ:PDF抽出メモ=3組 [3組] || pack_quantity_fill_report:PDF抽出メモ=3組 [3組]",""
"141-495","箱蝶チタンW 10.5×6","1組","1組","ok","カタログP.88,89","既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"141-499","箱蝶極小 14.5×7.5","4組","ambiguous: 4組 / 3組","ambiguous","カタログP.86,87","PDF抽出メモ:品番直近=4組 [箱蝶 PVC 材 小 17×8.5 穴径1.2mm 4組 || 1.2 3組 3組 3組 3組 3組 3組] || PDF抽出メモ:品番直近=3組 [箱蝶 PVC 材 小 17×8.5 穴径1.2mm 4組 || 1.2 3組 3組 3組 3組 3組 3組] || 既存入数抽出メモ:PDF抽出メモ=4組 [4組] || pack_quantity_fill_report:PDF抽出メモ=4組 [4組]","複数候補あり: 4組 / 3組"
"141-500","箱蝶 小 17×8.5","4組","ambiguous: 4組 / 3組","ambiguous","カタログP.86,87","PDF抽出メモ:品番直近=4組 [No.141-500 箱蝶 PVC 材 極小 14.5×7.5 穴径1.2mm 4組 箱蝶 PVC 材 小 17×8.5 穴径1.2mm 4組 4組] || PDF抽出メモ:品番直近=3組 [W 17.5×8.8 穴径1.2mm || 1.2 3組 3組 3組 3組 3組 3組 No.141-499] || 既存入数抽出メモ:PDF抽出メモ=4組 [4組] || pack_quantity_fill_report:PDF抽出メモ=4組 [4組]","複数候補あり: 4組 / 3組"
"141-501","箱蝶極小 13×7","4組","4組","ok","カタログP.86,87","PDF抽出メモ:品番直近=4組 [径1.2mm 4組 箱蝶 PVC 材 小 17×8.5 穴径1.2mm || PVC − − − 極小 プラ] || 既存入数抽出メモ:PDF抽出メモ=4組 [4組] || pack_quantity_fill_report:PDF抽出メモ=4組 [4組]",""
"141-502","巻式丸 9.5丸","","ambiguous: 1組 / 592 巻","ambiguous","カタログP.94,95","PDF抽出メモ:品番直近=1組 [（食品衛生法合格） サービス パック 1組 式 カシメ] || PDF抽出メモ:品番直近=592 巻 [.141-502 No.141-592 巻式 PVC 材 丸 9.5丸 カシメ CP 材 W 極小 14.3×7.3 パ ット セ ット 鼻 盛 パ ット ネ ジ K14W・ K18部品]","複数候補あり: 1組 / 592 巻"
"141-503","箱蝶エアシリコン極小14.5×7.5","1組","ambiguous: 3組 / 2組 / 1組","ambiguous","カタログP.82,83,96,97","PDF抽出メモ:品番直近=3組 [No.141-503 箱蝶 シリコン 極小 14.5×7.5 穴径1.2mm 3組 3組] || PDF抽出メモ:品番直近=2組 [No.141-503 箱蝶 シリコン 極小 14.5×7.5 3組 2組] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]","複数候補あり: 3組 / 2組 / 1組"
"141-504","六角ネジGUN 1.4×12.0","8本","8本","ok","カタログP.124","既存入数抽出メモ:PDF抽出メモ=8本 [8本] || pack_quantity_fill_report:PDF抽出メモ=8本 [8本]",""
"141-505","±ツーポイントネジGUN 1.4×12.0","20本","ambiguous: 20本 / 30本","ambiguous","カタログP.124","PDF抽出メモ:品番直近=20本 [No.141-505 ステンレス ± ○ GUN ツーポイント 1.4 12.0 2.2 20本 ー ー ー] || PDF抽出メモ:品番直近=30本 [30本 ー A B ー ー] || 既存入数抽出メモ:PDF抽出メモ=20本 [20本] || pack_quantity_fill_report:PDF抽出メモ=20本 [20本]","複数候補あり: 20本 / 30本"
"141-506","六角底付けナットGUN 1.4×2.25×2.0","14ヶ","14ヶ","ok","カタログP.125","PDF抽出メモ:品番直近=14ヶ [No.141-506 六角底付 GUN ツーポイント 1.4 2.25 2.0 14ヶ ー NEW] || 既存入数抽出メモ:PDF抽出メモ=14ヶ [14ヶ] || pack_quantity_fill_report:PDF抽出メモ=14ヶ [14ヶ]",""
"141-507","六角ナットGUN 1.4×2.25×1.0","28ヶ","28ヶ","ok","カタログP.125","PDF抽出メモ:品番直近=28ヶ [No.141-507 六角 GUN ツーポイント 1.4 2.25 1.0 28ヶ ー] || 既存入数抽出メモ:PDF抽出メモ=28ヶ [28ヶ] || pack_quantity_fill_report:PDF抽出メモ=28ヶ [28ヶ]",""
"141-512","ラミナート専用ナイロンワッシャ 3.0x0.3x1.85(16本入)","16本","ambiguous","ambiguous","カタログP.127","",""
"141-513","ラミナートG薄型段付ナット 1.4×2.5×1.2(8本入)","8本","16ヶ","corrected_candidate","カタログP.127","PDF抽出メモ:品番直近=16ヶ [No.141-513 ラミナートG 薄型段付ナット 1.4×2.5×1.2 16ヶ 超薄型ツーポイント ナットレンズ面の ナットの突起をなくすことが出来ます。]","currentとカタログ候補が不一致"
"141-514","ラミナートW薄型段付ナット 1.4×2.5×1.2(8本入)","8本","ambiguous: 6ヶ / 16ヶ","ambiguous","カタログP.127","PDF抽出メモ:品番直近=6ヶ [No.141-514 ラミナートW 薄型段付ナット 1.4×2.5×1.2 6ヶ 6ヶ ハ ード パ ット ワッシャ （外径×厚み×内径） ナット （内径×外径×厚み） 単位㎜ 1セット 240N6440 ピンセットが入ったお得なセット 段付ワッシャ] || PDF抽出メモ:品番直近=16ヶ [1.4×2.5×1.2 16ヶ 超薄型ツーポイント ナットレンズ面の ナットの突起をなくすことが出来ます。]","複数候補あり: 6ヶ / 16ヶ"
"141-515","パット止めワンタッチピン 1.2x4.0x1.8","16本","16本","ok","カタログP.123","既存入数抽出メモ:PDF抽出メモ=16本 [16本] || pack_quantity_fill_report:PDF抽出メモ=16本 [16本]",""
"141-530","箱蝶エアシリコン 小17×8.5","1組","ambiguous: 1組 / 3組 / 2ケ / 2組","ambiguous","カタログP.82,83,96,97","PDF抽出メモ:品番直近=1組 [No.141-530 箱蝶 シリコン ツイン 15×9 穴径1.0mm 箱蝶 シリコン 小 17×8.5 穴径1.2mm 1組 240N368 3組 1組 2ケ] || PDF抽出メモ:品番直近=3組 [No.141-530 箱蝶 シリコン ツイン 15×9 穴径1.0mm 箱蝶 シリコン 小 17×8.5 穴径1.2mm 1組 240N368 3組 1組 2ケ] || PDF抽出メモ:品番直近=2ケ [No.141-530 箱蝶 シリコン ツイン 15×9 穴径1.0mm 箱蝶 シリコン 小 17×8.5 穴径1.2mm 1組 240N368 3組 1組 2ケ] || PDF抽出メモ:品番直近=2組 [X 小 小 小 小 大 || 2組 No.141-503 箱蝶 シリコン 極小 14.5×7.5 3組 2組] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組]","複数候補あり: 1組 / 3組 / 2ケ / 2組"
"141-534","丁番段付座金W 2.8×0.5×1.6","20ヶ","20ヶ","ok","カタログP.129","PDF抽出メモ:品番直近=20ヶ [No.141-534 洋白 W 2.8 0.5 1.6 0.1 1.45 20ヶ A B C] || 既存入数抽出メモ:PDF抽出メモ=20ヶ [20ヶ] || pack_quantity_fill_report:PDF抽出メモ=20ヶ [20ヶ]",""
"141-534A","丁番段付座金W2.8×0.5×1.6 100個入","100個","","no_catalog_evidence","","",""
"141-534B","丁番段付座金W2.8×0.5×1.6 300個入","300個","","no_catalog_evidence","","",""
"141-534C","丁番段付座金W(1000個入)","1000個","","no_catalog_evidence","","",""
"141-539","金属ワッシャG 1.2×2.3×0.5","16ヶ","16ヶ","ok","カタログP.127","既存入数抽出メモ:PDF抽出メモ=16ヶ [16ヶ] || pack_quantity_fill_report:PDF抽出メモ=16ヶ [16ヶ]",""
"141-539A","金属ワッシャG(100個入)","100個","","no_catalog_evidence","","",""
"141-539B","金属ワッシャG(300個入)","300個","","no_catalog_evidence","","",""
"141-540","金属ワッシャW 1.2×2.3×0.5","25ヶ","ambiguous: 16ヶ / 100個 / 150個 / 300個 / 1,000個 / 25ヶ","ambiguous","カタログP.127","PDF抽出メモ:品番直近=16ヶ [.141-540 No.141-632 お徳用あります 16ヶ 100個 150個 300個 1,000個 ワッシャ （外径×厚み×内径） 単位㎜] || PDF抽出メモ:品番直近=100個 [.141-540 No.141-632 お徳用あります 16ヶ 100個 150個 300個 1,000個 ワッシャ （外径×厚み×内径） 単位㎜] || PDF抽出メモ:品番直近=150個 [.141-540 No.141-632 お徳用あります 16ヶ 100個 150個 300個 1,000個 ワッシャ （外径×厚み×内径） 単位㎜] || PDF抽出メモ:品番直近=300個 [.141-540 No.141-632 お徳用あります 16ヶ 100個 150個 300個 1,000個 ワッシャ （外径×厚み×内径） 単位㎜] || PDF抽出メモ:品番直近=1,000個 [.141-540 No.141-632 お徳用あります 16ヶ 100個 150個 300個 1,000個 ワッシャ （外径×厚み×内径） 単位㎜]","複数候補あり: 16ヶ / 100個 / 150個 / 300個 / 1,000個 / 25ヶ"
"141-540A","金属ワッシャW(100個入)","100個","","no_catalog_evidence","","",""
"141-540B","金属ワッシャW(300個入)","300個","","no_catalog_evidence","","",""
"141-541","丁番段付ワッシャ・ジュラコン 3.0×0.5×1.78","","ambiguous: 100個 / 20ヶ / 12ヶ","ambiguous","カタログP.128,129","PDF抽出メモ:品番直近=100個 [No.141-541 丁番段付ワッシャジュラコン 2.8×0.5×1.6 加工備品 消 耗 品 丁番段付ワッシャジュラコン 3.0×0.5×1.78 ショップ アイテム お徳用あります 100個 20ヶ 深め型] || PDF抽出メモ:品番直近=20ヶ [No.141-541 丁番段付ワッシャジュラコン 2.8×0.5×1.6 加工備品 消 耗 品 丁番段付ワッシャジュラコン 3.0×0.5×1.78 ショップ アイテム お徳用あります 100個 20ヶ 深め型] || PDF抽出メモ:品番直近=12ヶ [No.141-541 ジュラコン （プラ） − 3.0 0.5 1.78 0.1 1.45 12ヶ A B ー ジュラコン製は滑りが良い為、]","複数候補あり: 100個 / 20ヶ / 12ヶ"
"141-541A","丁番段付ワッシャ・ジュラコン 3.0×0.5×1.78 100個入","100個","","no_catalog_evidence","","",""
"141-541B","丁番段付ワッシャ・ジュラコン 3.0×0.5×1.78 300個入","300個","","no_catalog_evidence","","",""
"141-543","箱蝶コーン・チタン芯 14×7","1組","1組","ok","カタログP.88,89","既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"141-544-B","モダンCP平芯 ブルー2.0×80","","","no_catalog_evidence","","",""
"141-544-BK","モダンCP平芯 ブラック 2.0×80","","","no_catalog_evidence","","",""
"141-544-BR","モダンCP平芯 ブラウン 2.0×80","","","no_catalog_evidence","","",""
"141-544-DM","モダンCP平芯 デミアンバー 2.0×80","","","no_catalog_evidence","","",""
"141-544-GL","モダンCP平芯2.0×80(グレー)","","","no_catalog_evidence","","",""
"141-545","ワンタッチ極小 13×7","3組","ambiguous: 2組 / 3組","ambiguous","カタログP.94,95,96,97","PDF抽出メモ:品番直近=2組 [2組 2組 ワンタッチ（差し込み式） エッシェン バッハ] || 既存入数抽出メモ:PDF抽出メモ=3組 [3組] || pack_quantity_fill_report:PDF抽出メモ=3組 [3組]","複数候補あり: 2組 / 3組"
"141-546","ワンタッチ極小 14.5×7.5","3組","ambiguous: 3組 / 1組","ambiguous","カタログP.94,95,96,97","PDF抽出メモ:品番直近=3組 [No.141-546 3組 樹脂製のクッション機構を備え、 一体成形により、快適な装用感を実現しました。 エチレン系エラストマーを使用し、耐久性、 耐薬品性に優れ、医療品にも使用された、 肌にも優しいパットです。 （食品衛生法合格） サービス パック 1組 式 カシメ] || PDF抽出メモ:品番直近=1組 [No.141-546 3組 樹脂製のクッション機構を備え、 一体成形により、快適な装用感を実現しました。 エチレン系エラストマーを使用し、耐久性、 耐薬品性に優れ、医療品にも使用された、 肌にも優しいパットです。 （食品衛生法合格） サービス パック 1組 式 カシメ] || 既存入数抽出メモ:PDF抽出メモ=3組 [3組] || pack_quantity_fill_report:PDF抽出メモ=3組 [3組]","複数候補あり: 3組 / 1組"
"141-547","ワンタッチ小 17.5×8.5","3組","ambiguous: 3組 / 2本 / 1組","ambiguous","カタログP.94,95,96,97","PDF抽出メモ:品番直近=3組 [No.141-547 ワンタッチ PVC 小 17×8.5 3組 2本ダキ足 シリコン G 14.5×7] || PDF抽出メモ:品番直近=2本 [No.141-547 ワンタッチ PVC 小 17×8.5 3組 2本ダキ足 シリコン G 14.5×7] || PDF抽出メモ:品番直近=1組 [タッチ（差し込み式） || 1組 1組 No.141-420 ワンタッチ シリコン 極小 15.8×8 3組] || 既存入数抽出メモ:PDF抽出メモ=3組 [3組] || pack_quantity_fill_report:PDF抽出メモ=3組 [3組]","複数候補あり: 3組 / 2本 / 1組"
"141-548","シリコン巻式丸 9.5丸","","ambiguous: 548 巻 / 3組 / 1組 / 2本","ambiguous","カタログP.84,85,96,97","PDF抽出メモ:品番直近=548 巻 [No.141-548 巻式 シリコン 丸 9.5丸 3組 裏形状 240N368] || PDF抽出メモ:品番直近=3組 [No.141-548 巻式 シリコン 丸 9.5丸 3組 裏形状 240N368] || PDF抽出メモ:品番直近=1組 [1組 ビルトイン シリコン 極小 13×8 裏形状 1組 式] || PDF抽出メモ:品番直近=2本 [.5 10 ー ー || 1組 No.141-591 2本ダキ足 CP 材 W 極小 13.7×6.3 1組]","複数候補あり: 548 巻 / 3組 / 1組 / 2本"
"141-549","シリコン巻式 12×10","","ambiguous: 549 巻 / 1組 / 60本 / 2本 / 3組","ambiguous","カタログP.84,85,96,97","PDF抽出メモ:品番直近=549 巻 [No.141-549 巻式 シリコン 極小 12×10 1組 裏形状 裏形状 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● シリコンパット カスタマイズ] || PDF抽出メモ:品番直近=1組 [No.141-549 巻式 シリコン 極小 12×10 1組 裏形状 裏形状 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● シリコンパット カスタマイズ] || PDF抽出メモ:品番直近=60本 [No.141-549 巻式 シリコン 極小 12×10 60本 2本ダキ足 CP 材 G 極小 13.7×6.3 ワンタッチ シリコン 小 17×8 3組] || PDF抽出メモ:品番直近=2本 [No.141-549 巻式 シリコン 極小 12×10 60本 2本ダキ足 CP 材 G 極小 13.7×6.3 ワンタッチ シリコン 小 17×8 3組] || PDF抽出メモ:品番直近=3組 [No.141-549 巻式 シリコン 極小 12×10 60本 2本ダキ足 CP 材 G 極小 13.7×6.3 ワンタッチ シリコン 小 17×8 3組]","複数候補あり: 549 巻 / 1組 / 60本 / 2本 / 3組"
"141-550","箱蝶形状記憶パットG小14.5×7.5","1組","1組","ok","カタログP.90,91","PDF抽出メモ:品番直近=1組 [No.141-550 体温（約36℃） に反応してパット の形状が変わり、自然に顔の形 にフィットします。 パッド跡が残りにくく、眼鏡のず り落ち防止になります。 ※常温で保管してください。 箱蝶 形状記憶樹脂 G 小 14.5×7.5 1組 パ ット セ ット] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"141-551","箱蝶形状記憶パットW小14.5×7.5","1組","1組","ok","カタログP.90,91","PDF抽出メモ:品番直近=1組 [※常温で保管してください。 箱蝶 形状記憶樹脂 G 小 14.5×7.5 1組 パ ット セ ット] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]",""
"141-552","箱蝶形状記憶パットG中16×8.5","1組","ambiguous: 1組 / 5組","ambiguous","カタログP.90,91","PDF抽出メモ:品番直近=1組 [No.141-552 箱蝶 形状記憶樹脂 G 中 16×8.5 1組] || PDF抽出メモ:品番直近=5組 [1-650 No.141-359 箱蝶 PVC 材 極小薄型 11.5×8 厚み1.2 穴径1.0mm 5組] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]","複数候補あり: 1組 / 5組"
"141-553","箱蝶形状記憶パットW中16×8.5","1組","ambiguous: 1組 / 5組","ambiguous","カタログP.90,91","PDF抽出メモ:品番直近=1組 [No.141-553 箱蝶 形状記憶樹脂 W 中 16×8.5 1組] || PDF抽出メモ:品番直近=5組 [穴径1.0mm 5組 No.141-552 箱蝶 形状記憶樹脂 G 中 16×8.5 1組] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]","複数候補あり: 1組 / 5組"
"141-554","箱蝶形状記憶パットG大17.5×8.5","1組","ambiguous: 1組 / 4組 / 7組","ambiguous","カタログP.90,91","PDF抽出メモ:品番直近=1組 [No.141-554 箱蝶 形状記憶樹脂 G 大 17.5×8.5 1組] || PDF抽出メモ:品番直近=4組 [4組 No.141-364 箱蝶 CP 材 極小薄型 14×9 厚み1.2 穴径1.0mm 7組] || PDF抽出メモ:品番直近=7組 [4組 No.141-364 箱蝶 CP 材 極小薄型 14×9 厚み1.2 穴径1.0mm 7組] || 既存入数抽出メモ:PDF抽出メモ=1組 [1組] || pack_quantity_fill_report:PDF抽出メモ=1組 [1組]","複数候補あり: 1組 / 4組 / 7組"
"141-555","箱蝶形状記憶パットW大17.5×8.5","1組","ambiguous: 1組 / 50組 / 100組 / 300組 / 7組","ambiguous","カタログP.90,91","PDF抽出メモ:品番直近=1組 [No.141-555 箱蝶 形状記憶樹脂 W 大 17.5×8.5 1組 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● カスタマイズ R ( 販売用 ) は P84 〜 P89 の● R シリーズ一覧をご参照下さい。 ・該当する● S お手軽用50組 ● A お徳用100組 ● B 超お徳用300組 ●] || PDF抽出メモ:品番直近=50組 [No.141-555 箱蝶 形状記憶樹脂 W 大 17.5×8.5 1組 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● カスタマイズ R ( 販売用 ) は P84 〜 P89 の● R シリーズ一覧をご参照下さい。 ・該当する● S お手軽用50組 ● A お徳用100組 ● B 超お徳用300組 ●] || PDF抽出メモ:品番直近=100組 [No.141-555 箱蝶 形状記憶樹脂 W 大 17.5×8.5 1組 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● カスタマイズ R ( 販売用 ) は P84 〜 P89 の● R シリーズ一覧をご参照下さい。 ・該当する● S お手軽用50組 ● A お徳用100組 ● B 超お徳用300組 ●] || PDF抽出メモ:品番直近=300組 [No.141-555 箱蝶 形状記憶樹脂 W 大 17.5×8.5 1組 パーツ S A B C の価格は P1 〜 P5 のサービスパック一覧をご参照下さい。 ・該当する●●●● カスタマイズ R ( 販売用 ) は P84 〜 P89 の● R シリーズ一覧をご参照下さい。 ・該当する● S お手軽用50組 ● A お徳用100組 ● B 超お徳用300組 ●] || PDF抽出メモ:品番直近=7組 [穴径1.0mm 7組 No.141-554 箱蝶 形状記憶樹脂 G 大 17.5×8.5 1組]","複数候補あり: 1組 / 50組 / 100組 / 300組 / 7組"
