品番,商品名,HPから確認した情報,カタログから確認した情報,日本語の一言要約,英語の一言要約,中国語の一言要約,韓国語の一言要約,確認元URLまたはカタログ掲載ページ
951-688A,±OSハイブリッドロックW(100本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 100本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
951-688B,±OSハイブリッドロックW(300本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 300本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
951-688S,±OSハイブリッドロックW(50本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 50本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
951-689,±OSハイブリッドロックW1.4×4.0,HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,"カタログP.44,45 / ツーポイント・リムレス加工 / 小さな部品を安定させ、仕上がりのガタつきを抑えやすい / ツーポイントやリムレスフレームの加工・補修に使う部品です。小さな部品を安定させ、仕上がりのガタつきやズレを抑えやすくします。 / 入数: 10本 / 1.4×3.6 10本 10本 10本 10本 No.951-689 ハイブリッドロックＷ 1.4×4.0 ジ K14W・ K18部品 ワンタッチピン ツーポイント 部 品 丁 番・ 座金関連 No.957-695 バネ丁番 関 || S A B ー ー No.951-689 ± ○ W 1.4 4.0 2.0 4.6 10本 S A",ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,"カタログP.44,45 / PDF:サンニシムラ総合カタログ2025-2027 (1).pdf"
951-689A,±OSハイブリッドロックW(100本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 100本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
951-689B,±OSハイブリッドロックW(300本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 300本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
951-689S,±OSハイブリッドロックW(50本入),HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,入数: 50本,ツーポイントやフレーム部品の固定に使うネジ・ボルトです。寸法を合わせて交換し、ゆるみや外れを補修しやすくします。,A screw or bolt for rimless frames and frame parts. Matching the dimensions helps repair loose or detached areas.,用于无框架和镜架部件固定的螺丝/螺栓。按尺寸更换，便于修理松动或脱落。,무테 프레임과 프레임 부품 고정에 쓰는 나사·볼트입니다. 치수를 맞춰 교체하면 풀림이나 이탈을 보수하기 쉽습니다.,PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
952,メガネのくもり止めクロス3枚入,メガネのくもり止め クロス / 952 / 販売 > くもり止め / 拭くだけで簡単にくもり止め。くり返し使えて携帯に便利。 | クロスで拭くだけ、すぐにくもり止め: 眼鏡が曇ったらその場ですぐ拭くだけですぐにくもり止め効果を発揮。液剤を塗る必要はありません。 | くり返し使えるドライクロス: 1枚で25本分のメガネにくもり止め効果を発揮します。(3枚入り) | 内容量: 3枚入り(1袋あたり) | クロスサイズ: 約110×75㎜,カタログP.95 / くもり防止 / 視界を保ちやすい / くもり防止に使う商品です。汚れを落として見た目を整え、お渡し前の最終仕上げをきれいにしやすくします。 / N コード 240N395 眼鏡バンド・ フレー ム ・ケース コーティング 液 No.952 メガネのくもり止めクロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません。 1 枚でメガネ25 本分使えるクロスが 3 枚入り。 ● チャ ック付きの袋に収納することで、再使用できます。 ● シ... / 入数: 3枚 / クロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません / クロスが 3 枚入り / サイズは100×75㎜で携帯にも便利 / N コード 240N395 眼鏡バンド・ フレー ム ・ケース コーティング 液 No.952 メガネのくもり止めクロス くり返し使えるドライタイプのくもり止めクロス ル ー ペ 簡易老眼鏡 ドライタイプで臭いがせず、拭きスジが残りません。 1 枚でメガネ25 本分使えるクロスが 3 枚入り。 ● チャ ック付きの袋に収納することで、再使用できます。 ● シートサイズは100×75㎜で携帯にも便利。 ● クラッチグラス (眼 瞼 下 垂 サ ポ ート) ● || 補聴器 集音器 関 連 クリップオン オーバーグラス ※ 20 個単位で ディスプレイ 小箱付きに なります。 No.952 1 袋 (3 枚入） 参考価格 550 円 ( 税…,眼鏡レンズのくもりを防ぐための用品です。温度差やマスク使用時でも視界を保ちやすくします。,An anti-fog product for eyewear lenses. It helps maintain clear vision during temperature changes or mask use.,用于防止眼镜镜片起雾的用品。在温差变化或佩戴口罩时也有助于保持清晰视野。,안경 렌즈의 김서림을 막는 용품입니다. 온도 차이나 마스크 착용 시에도 시야를 선명하게 유지하기 쉽습니다.,https://www.san-nishimura.co.jp/product/item/%e3%83%a1%e3%82%ac%e3%83%8d%e3%81%ae%e3%81%8f%e3%82%82%e3%82%8a%e6%ad%a2%e3%82%81-%e3%82%af%e3%83%ad%e3%82%b9/ / カタログP.95 / PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
953,丁番座金ホルダー,丁番座金ホルダー / 953 / パーツ > 工具 > 丁番関連 > ピンセット / 丁番交換用工具,"カタログP.54,160 / 交換・補修部品 / 必要部品だけを補充しやすい / 眼鏡修理・補修用の交換部品です。破損や摩耗した部分を必要な分だけ補充し、修理対応をしやすくします。 / 座金ゲージ＆丁番座金ホルダー 先端に座金を取り付けると、 ピンセット代りになります。 2種類のサイズの内、 ピッタリと合うサイズをお選び下さい。 240N3450 No.953 丁番座金ホルダー 座金が丁番から落ちないように固定できる専用ホルダー ・丁番に座金のせた状態ではさみこみ、強く握りこむことで簡単に固定できます。 ・固定した状態から更に強く握ることに... / サイズの内、 ピッタリと合うサイズをお選び下さい / シリコン パ ット ②固定したまま、フロント側の丁番部分に度挿 入します / 座金ゲージ＆丁番座金ホルダー 先端に座金を取り付けると、 ピンセット代りになります。 2種類のサイズの内、 ピッタリと合うサイズをお選び下さい。 240N3450 No.953 丁番座金ホルダー 座金が丁番から落ちないように固定できる専用ホルダー ・丁番に座金のせた状態ではさみこみ、強く握りこむことで簡単に固定できます。 ・固定した状態から更に強く握ることにより爪が外れ、固定が解除されます。 ①丁番にオイルを塗布して座金を取付けた後、 丁番座金ホルダーで挟んで固定します。 サービス パック シリコン パ ット ②固定したまま、フロント側の丁番部分に度挿 入します。半分程度 ( 座金が落ちないくらい ) 挿入できたら、丁番座金ホルダーの固定を解 除します。 ハ ード パ ット || ナイロール ・溝セ…",丁番・箱足・ブッシュなど、テンプルの開閉部を交換・補修する部品です。対応形状を合わせ、動きやガタつきを整えやすくします。,"A hinge-area part such as a hinge, end piece, or bushing. Matching the shape helps restore temple movement and reduce looseness.",用于更换或维修铰链、桩头、衬套等镜腿开合部位的零件。匹配形状后，便于改善开合和松动。,"힌지, 엔드피스, 부싱 등 템플 개폐부를 교체·보수하는 부품입니다. 대응 형태를 맞춰 움직임과 흔들림을 정돈하기 쉽습니다.","https://www.san-nishimura.co.jp/product/item/%e4%b8%81%e7%95%aa%e5%ba%a7%e9%87%91%e3%83%9b%e3%83%ab%e3%83%80%e3%83%bc/ / カタログP.54,160 / PDF:サンニシムラ総合カタログ2025-2027 (1).pdf"
956-L,セルシールMミニ L 2.5mm 10組,HP照合ステータス: not_found。exact未確認のため要約根拠はカタログ優先。,カタログP.78 / 入数: 10組 / mm） LL （3.0mm） No.956-M 厚み1.8㎜ No.956-L 厚み2.5㎜ No.956-LL 厚み3.0㎜ 予め鼻当て部分の汚れを落としてから、 / シリコン コ ー ト セ ッ ト / （ L 2.5mm） LL （3.0mm） No.956-M 厚み1.8㎜ No.956-L 厚み2.5㎜ No.956-LL 厚み3.0㎜ 予め鼻当て部分の汚れを落としてから、鼻当て部分を挟むようにセルシールを貼ってください。 収 縮 チューブ 販売用 眼鏡グッズ （鼻用） シリコン コ ー ト セ ッ ト,鼻パッドの交換・調整に使うパーツです。形状や素材を合わせて選ぶことで、鼻への当たりを整え、掛け心地を改善しやすくします。,A part for replacing or adjusting nose pads. Choosing the right shape and material helps improve nose contact and wearing comfort.,用于更换或调整鼻托的部件。按形状和材质选择，可改善鼻部接触感和佩戴舒适度。,코패드 교체와 조정에 사용하는 부품입니다. 형태와 소재를 맞춰 선택하면 코에 닿는 느낌과 착용감을 개선하기 쉽습니다.,カタログP.78 / PDF:サンニシムラ総合カタログ2025-2027 (1).pdf
